"","healthy_store_market","borough","year","address","latitude","longitude"
"837","Brooklyn Museum Farm Stand","Brooklyn",2017,"200 Eastern Parkway  ",40.69372964,-73.99045606
"838","Brownsville Pitkin Avenue Youthmarket","Brooklyn",2017,"Pitkin Ave & Thomas Boyland St",40.67190876,-73.96337171
"839","Brownsville Rockaway Youthmarket","Brooklyn",2017,"Rockaway & Livonia Aves",40.66927183,-73.91355493
"840","Carroll Gardens Greenmarket","Brooklyn",2017,"Carroll St. between Smith and Court St.",40.66256275,-73.90892112
"841","Cortelyou Greenmarket","Brooklyn",2017,"Cortelyou Rd. and Rugby Rd.",40.68054952,-73.99465464
"842","Cypress Hills Youthmarket","Brooklyn",2017,"Fulton & Richmond Sts",40.64083294,-73.9653021
"843","DUMBO Down to Earth Farmers' Market","Brooklyn",2017,"Pearl & Water Sts",40.68204661,-73.87786931
"844","East New York Farm Stand","Brooklyn",2017,"New Lots Ave bet Alabama & Georgia Aves",40.70313843,-73.98759106
"845","East New York Farmers' Market ","Brooklyn",2017,"Schenck Ave bet New Lots & Livonia Aves",40.6611343,-73.89469308
"846","Edible Schoolyard NYC's Farm Stand at PS 216 - May-June & Sept-Nov only","Brooklyn",2017,"Avenue X & East 1st St",40.6658587,-73.8866906
"847","Flatbush Junction Youthmarket","Brooklyn",2017,"Nostrand & Flatbush Aves by subway entrance",40.5906565,-73.96929957
"848","Fort Greene Park Greenmarket","Brooklyn",2017,"Washington Park between Dekalb Ave. & Willoughby St.",40.63289384,-73.94769921
"849","Graham Avenue Farmers' Market","Brooklyn",2017,"Cook St & Graham Ave",40.69171508,-73.97354058
"850","Grand Army Plaza Greenmarket","Brooklyn",2017,"Northwest entrance to Prospect Park, at Flatbush Ave. and Prospect Park W",40.7023534,-73.94238272
"851","Harvest Home Cityline Farmers' Market","Brooklyn",2017,"Drew St bet 101 & Liberty Aves",40.67242371,-73.9701927
"852","Harvest Home Clinton Hill Farmers' Market","Brooklyn",2017,"Lafayette Ave & Waverly Ave",40.67935962,-73.86335192
"853","Harvest Home Coney Island Hospital Farmers' Market","Brooklyn",2017,"Ocean Pkwy bet Ave Z & Shore Pkwy",40.68821896,-73.96582192
"854","Harvest Home Kings County Hospital Farmers' Market","Brooklyn",2017,"Clarkson Ave bet E 37th and E 38th Sts",40.58656038,-73.96616917
"855","Harvest Home Marcy Park Farmers' Market","Brooklyn",2017,"Myrtle & Marcy Aves",40.65583545,-73.94335635
"856","Hattie Carthan After Church Farmers' Market","Brooklyn",2017,"49 Van Buren St bet Tompkins & Throop Aves",40.69538491,-73.94920807
"857","Hattie Carthan Community Farmers' Market","Brooklyn",2017,"Marcy Ave & Clifton Pl",40.6900437,-73.94355807
"858","High School for Public Service Youth Farm Farmers' Market","Brooklyn",2017,"600 Kingston Ave bet Rutland Rd & Winthrop St",40.68951881,-73.94804063
"859","Irving Square Park Youthmarket ","Brooklyn",2017,"Wilson Ave & Halsey St",40.65890092,-73.94245989
"860","Isabahlia Farm Stand","Brooklyn",2017,"Rockaway & Sutter Aves",40.691594,-73.909549
"861","Isabahlia Farmers' Market","Brooklyn",2017,"Livonia Ave bet Powell & Junius Sts",40.66716393,-73.91009357
"862","Isabahlia Farm Stand Winter Market ","Brooklyn",2017,"New Lots Ave & Sackman St, inside greenhouse",40.65792927,-73.90188848
"863","Kensington Youthmarket","Brooklyn",2017,"Ft. Hamilton Pkwy bet E 4th & E 5th Sts",40.66366549,-73.90145111
"864","Malcolm X Blvd Farmers' Market","Brooklyn",2017,"Malcolm X Blvd bet Marion & Chauncey Sts",40.64917445,-73.97660258
"865","Marcus Garvey Apartments Farm Stand","Brooklyn",2017,"300 Chester St. Brooklyn, NY",40.68051375,-73.92857127
"866","Marcy Plaza Community Farmers' Market","Brooklyn",2017,"Fulton St & Marcy Ave",40.66448525,-73.91038554
"867","McCarren Park Greenmarket","Brooklyn",2017,"Union between Driggs and N12th St",40.68013369,-73.9459251
"868","McGolrick Park's Down to Earth Farmers' Market","Brooklyn",2017,"Russell St & Nassau Ave, center of park",40.71922733,-73.95247994
"869","NYC Health + Hospital East New York Farmacy","Brooklyn",2017,"2094 Pitkin Ave",40.72562454,-73.94449844
"870","Park Slope's Down to Earth Farmers' Market","Brooklyn",2017,"5th Ave & 4th St",40.671927,-73.895359
"871","Parkside Plaza Greenmarket","Brooklyn",2017,"Parkside Ave. and Ocean Ave.",40.67220165,-73.98378638
"872","Pitkin Verde Farmers' Market","Brooklyn",2017,"2094 Pitkin Ave at Pennsylvania Ave",40.65489064,-73.96188178
"873","Project EATS Farmacy at the Brownsville Neighborhood Health Action Center","Brooklyn",2017,"259 Bristol St.",40.67198493,-73.89524914
"874","Putnam Triangle Youthmarket","Brooklyn",2017,"966 Fulton St",40.664677,-73.91135
"875","RB Bushwick Farmers Market at Maria Hernandez Park ","Brooklyn",2017,"Knickerbocker Ave & Starr St ",40.682312,-73.962203
"876","RB Farmers Night Market ","Brooklyn",2017,"434 Troutman Street",40.70281849,-73.9253916
"877","RB Farmers Market at Rheingold ","Brooklyn",2017,"555 Bushwick Ave ",40.70742,-73.922045
"878","RB Youth Center Bushwick Farmers Market ","Brooklyn",2017,"1474 Gates Avenue",40.699668,-73.935453
"879","Red Hook Farm Stand","Brooklyn",2017,"580 Columbia St",40.697557,-73.914043
"880","Restoration Plaza Farm Stand","Brooklyn",2017,"Fulton St & Marcy Ave",40.6722352,-74.01100736
"881","Saratoga Youth Market","Brooklyn",2017,"Saratoga Ave & Fulton St",40.67858414,-73.91630091
"882","South Williamsburg Greenmarket","Brooklyn",2017,"Taylor St. and Lee Ave.",40.70700548,-73.96136506
"883","Sunset Park Greenmarket","Brooklyn",2017,"59 St. & 4 Ave.",40.64084493,-74.01843209
"884","Urban Oasis Farmers' Market","Brooklyn",2017,"Clarkson & Troy Aves",40.65624918,-73.93668483
"885","Woodhull Hospital Youthmarket","Brooklyn",2017,"Marcus Garvey Blvd and Broadway",40.700254,-73.94124
"886","125th Street FreshConnect Farmers' Market","Manhattan",2017,"125th St & Adam Clayton Powell Jr Blvd",40.80898137,-73.94832667
"887","175th Street Greenmarket","Manhattan",2017,"175th St bet Wadsworth Ave & Broadway",40.84595574,-73.93781267
"888","57th Street Greenmarket","Manhattan",2017,"57th St & 9th Ave",40.76792538,-73.98571616
"889","79th Street Greenmarket","Manhattan",2017,"Columbus Ave bet 78th & 81st Sts",40.78325007,-73.97454056
"890","82nd Street Greenmarket","Manhattan",2017,"82nd St bet 1st and York Aves ",40.77344836,-73.94895357
"891","92nd Street Greenmarket","Manhattan",2017,"92nd St & 1st Ave",40.78132447,-73.94613107
"892","97th Street Greenmarket","Manhattan",2017,"97th St bet Columbus & Amsterdam Aves",40.79474389,-73.96987361
"893","Abingdon Square Greenmarket","Manhattan",2017,"W. 12th St. & 8th Ave.",40.73755554,-74.0048296
"894","Bowling Green Greenmarket","Manhattan",2017,"Broadway & Battery Pl.",40.70455726,-74.01429119
"895","Broadway French Market","Manhattan",2017,"Broadway bet 35th & 36th Sts",40.75099661,-73.98774302
"896","Bryant Park French Market","Manhattan",2017,"6th ave. & 42nd st. ",40.75507,-73.984141
"897","Chelsea's Down to Earth Farmers' Market","Manhattan",2017,"23rd Street between 8th and 9th Aves",40.74530132,-73.99848932
"898","Chenchita's Community Garden ","Manhattan",2017,"112th St & Madison Ave",40.79745827,-73.94670311
"899","City Hall Greenmarket","Manhattan",2017,"Broadway & Chambers St.",40.71417288,-74.00631047
"900","Columbia University Greenmarket","Manhattan",2017,"Broadway and W. 114th St.",40.80801018,-73.96390007
"901","Dag Hammarskjold Plaza Greenmarket","Manhattan",2017,"E. 47th St. & Second Ave",40.75300739,-73.96988887
"902","El Barrio Youth Marqueta","Manhattan",2017,"116th St & Park Ave",40.7993148,-73.94323426
"903","Fort Washington Greenmarket","Manhattan",2017,"168th St. and Fort Washington Ave.",40.84216213,-73.94227971
"904","Frederick Douglass House Farm Stand","Manhattan",2017,"101st st. and Columbus Ave. New York, NY",40.796082,-73.965217
"905","Gouverneur Health Youthmarket","Manhattan",2017,"Madison St bet Clinton & Jefferson Sts",40.71291247,-73.98692913
"906","Grass Roots Farmers' Market","Manhattan",2017,"145th St bet Edgecombe & Bradhurst Aves, at Jackie Robinson Park",40.82326784,-73.94292478
"907","Hamilton Heights Green Youthmarket","Manhattan",2017,"Amsterdam bet W 143rd & 144th Sts., at Johnny Hartman Plaza",40.82394844,-73.94855352
"908","Harvest Home East Harlem Farmers' Market","Manhattan",2017,"104th St & 3rd Ave",40.79026109,-73.9456363
"909","Harvest Home East River Farmers' market","Manhattan",2017,"1st Ave bet 108th & 109th Sts",40.79091383,-73.93913168
"910","Harvest Home Harlem Hospital Farmers' Market","Manhattan",2017,"506 Lenox Ave between 135th & 137th Sts",40.81543807,-73.93997471
"911","Harvest Home Lenox Ave Farmers' Market","Manhattan",2017,"Lenox Ave bet 117th & 118th Sts",40.80309427,-73.94897343
"912","Harvest Home Metropolitan Farmers' Market","Manhattan",2017,"99th St & 3rd Ave",40.78712766,-73.94792473
"913","Harvest Home West Harlem Farmers' Market","Manhattan",2017,"Broadway bet 137th & 138th Sts",40.82138997,-73.95413402
"914","Hudson Yards Down to Earth Farmers' Market","Manhattan",2017,"Hudson Blvd East and W 34th Street ",40.755342,-74.000517
"915","Inwood Park Greenmarket","Manhattan",2017,"Isham St. between Seaman and Cooper",40.86900872,-73.92032044
"916","Lower East Side Youthmarket","Manhattan",2017,"Grand Ave bet Pitt & Willet Sts",40.71521773,-73.98425929
"917","Marcus Garvey Mart Farmers Market","Manhattan",2017,"W. 135th St. bet. 5th and Lenox Aves.",40.805901,-73.942783
"918","Morningside Park's Down to Earth Farmers' Market","Manhattan",2017,"110th St & Manhattan Ave",40.80116343,-73.95964893
"919","Mount Sinai Hospital Greenmarket","Manhattan",2017,"E. 99th St. betwen Madison Ave & Park Ave",40.78917731,-73.95274419
"920","Oculus Plaza Greenmarket","Manhattan",2017,"Church St at Fulton Street",40.711535,-74.010464
"921","PS 7 Farm Stand","Manhattan",2017,"Lexington Ave & 119th St, in schoolyard",40.80056486,-73.94020642
"922","PS 11 Farm Market","Manhattan",2017,"21st St bet 8th and 9th Aves",40.74521622,-74.00226784
"923","PS 57 Youthmarket","Manhattan",2017,"115th street and 3rd Avenue",40.797169,-73.940872
"924","Rachel Mae's Market","Manhattan",2017,"Essex St bet Hester and Canal",40.715578,-73.989747
"925","Rockefeller Center Greenmarket","Manhattan",2017,"Rockefeller Plaza between W. 50th St. & W. 51st St",40.75907246,-73.97845183
"926","St. Mark's Church Greenmarket","Manhattan",2017,"E 10th St & 2nd Ave",40.72978449,-73.98681036
"927","Staten Island Ferry Whitehall Terminal Greenmarket","Manhattan",2017,"4 South St. (inside terminal)",40.70164259,-74.01186697
"928","Stuyvesant Town Greenmarket","Manhattan",2017,"14th St. Loop & Ave. A (in the Oval), 10009",40.73045054,-73.98034091
"929","Sugar Hill Greenmarket","Manhattan",2017,"W 155th St. and St. Nicholas Ave.",40.83090012,-73.94136802
"930","Tompkins Square Greenmarket","Manhattan",2017,"E. 7th St. & Ave. A",40.72606217,-73.98353516
"931","Tribeca Greenmarket","Manhattan",2017,"Greenwich & Chambers Sts",40.7163107,-74.01096775
"932","Tucker Square Greenmarket","Manhattan",2017,"W. 66th St. and Columbus Ave",40.77360915,-73.98157377
"933","Union Square Greenmarket","Manhattan",2017,"E. 17th St. & Broadway, 10003",40.73714078,-73.99033077
"934","Water Street Greenmarket","Manhattan",2017,"Water Street and Coenties Slip",40.70327588,-74.01034887
"935","Astoria Greenmarket","Queens",2017,"14th St. between 31st Ave. & 31st Rd.",40.76826578,-73.93202594
"936","Corona Greenmarket","Queens",2017,"Roosevelt Ave. & 104th St.",40.74987737,-73.86272726
"937","Cunningham Park's Down to Earth Farmers' Market","Queens",2017,"Union Turnpike & 196 Pl",40.731315,-73.774049
"938","Ditmars Park Youthmarket","Queens",2017,"Steinway St bet Ditmars Blvd & 23rd Ave",40.77286145,-73.90606247
"939","Elmhurst Hospital Greenmarket","Queens",2017,"41st Ave., 80th St. & 81st St.",40.74589948,-73.88456233
"940","Far Rockaway Youth Market (previously BSCAH Edgemere Farm)","Queens",2017,"Beach 45th St & Beach Channel Dr ",40.59562006,-73.77655262
"941","Flushing Greenmarket","Queens",2017,"Kissena Blvd and Maple Ave (Maple Playground)",40.755925,-73.826093
"942","Forest Hills Greenmarket","Queens",2017,"70th Ave. & Queens Blvd.",40.72188853,-73.84638618
"943","Jackson Heights Greenmarket","Queens",2017,"34th Ave. between 77th St. and 78th St.",40.75334737,-73.88875792
"944","Jamaica's Down to Earth Farmers' Market - Friday market","Queens",2017,"Parsons Blvd bet Jamaica and Archer Aves",40.70248213,-73.79992225
"945","Jamaica's Down to Earth Farmers' Market - Saturday market","Queens",2017,"160th St & Jamaica Ave",40.70375985,-73.7991502
"946","Pomonok Community-Run Farmers' Market","Queens",2017,"67-09 Kissena Blvd",40.73504052,-73.81466206
"947","Queens Botanical Garden's Down to Earth Farmers' Market","Queens",2017,"82 Dahllia Avenue",40.75186765,-73.82636341
"948","Queens Hospital Center Farmers' Market","Queens",2017,"82-68 164th St, in front of Ambulatory Care Pavilion",40.71723366,-73.8036028
"949","Queens Hospital Center Farmers' Market II","Queens",2017,"114-02 Guy R Brewer Blvd., Jamaica",40.68876005,-73.78567342
"950","Ridgewood Youthmarket","Queens",2017,"Cypress Ave bet Myrtle & Putnam Aves",40.70037567,-73.90661902
"951","Rockaway Beach Youthmarket","Queens",2017,"Beach 58th St & Beach Channel Dr",40.59450005,-73.78807882
"952","Sunnyside Greenmarket","Queens",2017,"Skillman Ave. between 42th St. & 43rd St.",40.74689899,-73.92079851
"953","Fairway Gardens Farm Stand","Staten Island",2017,"80 Park Hill Ave",40.617766,-74.079739
"954","HEALTH for Youths Farm Stand ","Staten Island",2017,"Clyde Pl bet Prospect & Harvard Aves",40.639903,-74.08953
"955","St. George Greenmarket","Staten Island",2017,"Hyatt St. & St. Mark's Place",40.641607,-74.077292
"956","Staten Island Mall Greenmarket","Staten Island",2017,"Marsh Avenue & Ring Road",40.583867,-74.159757
"957","Morning Glory Market at the New York Botanical Gardens","Bronx",2018,"2900 Southern Blvd.",40.865684,-73.883312
"958","Urban Oasis Farmers' Market","Brooklyn",2018,"681 Clarkson Ave.",40.656241,-73.936683
"959","170 Farm Stand","Bronx",2018,"E 170th St & Townsend Ave",40.839882,-73.916783
"960","Bissel Gardens Farmers' Market","Bronx",2018,"Baychester Ave & E 241st St ",40.90152,-73.846937
"961","Bronx Borough Hall Greenmarket","Bronx",2018,"Grand Concourse bet E 161st & 162nd Sts",40.826835,-73.922621
"962","BronxWorks Farm Stand","Bronx",2018,"1130 Grand Concourse",40.832331,-73.91959
"963","Fordham Plaza Greenmarket ","Bronx",2018,"Park Ave bet E 189th St & E Fordham Rd",40.86153,-73.891063
"964","Friends of Van Cortlandt Park Amalgamated Housing Youth Farmstand","Bronx",2018,"Orloff Ave & Gale Pl ",40.884532,-73.892172
"965","Harvest Home Co-op City Farm Stand","Bronx",2018,"Asch Loop & Aldrich St",40.870249,-73.830963
"966","Harvest Home Hunts Point Farm Stand","Bronx",2018,"E 163rd St & Hunts Point Ave",40.820986,-73.891613
"967","Harvest Home Jacobi Hospital Farmers' Market","Bronx",2018,"1400 Pelham Pkwy S, at Eastchester Rd",40.857427,-73.847079
"968","Harvest Home Mt. Eden Farmers' Market","Bronx",2018,"Mt Eden & Morris Aves",40.842924,-73.909558
"969","Harvest Home North Central Bronx Farmers' Market","Bronx",2018,"Mosholu Pkwy & Jerome Ave",40.879749,-73.884661
"970","Harvest Home St. Mary's Park Farm Stand","Bronx",2018,"E 149th St & Eagle Ave",40.813884,-73.911812
"971","Kingsbridge-Riverdale Farmers' Market ","Bronx",2018,"260 W 231st St",40.880038,-73.907005
"972","La Familia Verde Farmers' Market","Bronx",2018,"E Tremont Ave bet LaFontaine & Arthur Aves",40.846487,-73.894337
"973","Learn It, Grow It, Eat It Youthmarket","Bronx",2018,"E 169th St & Boston Rd, at McKinley Square",40.83111025,-73.90070928
"974","Lincoln Hospital Greenmarket","Bronx",2018,"E 149th St bet Park & Morris Aves",40.818013,-73.925185
"975","New Roots Community Farmers Market","Bronx",2018,"670 Grand Concourse",40.821403,-73.925528
"976","Norwood Youthmarket","Bronx",2018,"E Gun Hill Rd & Dekalb Ave",40.88222,-73.880458
"977","Parkchester Greenmarket","Bronx",2018,"Westchester Ave & White Plains Rd",40.8329,-73.862265
"978","Poe Park Greenmarket","Bronx",2018,"E 192 St & Grand Concourse",40.864216,-73.895795
"979","Riverdale Y Sunday Farmers' Market","Bronx",2018,"Independence Ave bet W 236th & 237th Sts, at MS/HS 141",40.8871,-73.913306
"980","South Bronx Farmers' Market","Bronx",2018,"E 138th St bet Willis & Alexander Aves",40.80915701,-73.92092102
"981","4th Ave Sunset Park Greenmarket ","Brooklyn",2018,"4th Ave bet 59th & 60th Sts ",40.641435,-74.017815
"982","6th Ave Sunset Park Greenmarket","Brooklyn",2018,"44th St & 6th Ave",40.647132,-74.004623
"983","Bartel-Pritchard Square Greenmarket","Brooklyn",2018,"Prospect Park W & 15th St",40.661154,-73.980172
"984","Bay Ridge Greenmarket","Brooklyn",2018,"95th St & 3rd Ave",40.617278,-74.033588
"985","Bensonhurst Greenmarket","Brooklyn",2018,"81st St & 18th Ave",40.609951,-73.999456
"986","Borough Park Greenmarket","Brooklyn",2018,"14th Ave bet 49th & 50th Sts",40.633696,-73.989916
"987","Brooklyn Borough Hall Greenmarket","Brooklyn",2018,"Court & Montague Sts",40.693722,-73.990455
"988","Brooklyn Museum Farm Stand","Brooklyn",2018,"200 Eastern Pkwy",40.671835,-73.963042
"989","Brownsville Pitkin Avenue Youthmarket","Brooklyn",2018,"Pitkin Ave & Thomas Boyland St",40.669264,-73.913554
"990","Carroll Gardens Greenmarket","Brooklyn",2018,"Carroll St bet Smith & Court Sts",40.68106,-73.996528
"991","Cortelyou Greenmarket","Brooklyn",2018,"Cortelyou & Rugby Rds",40.640825,-73.965301
"992","Cypress Hills Youthmarket","Brooklyn",2018,"Fulton & Richmond Sts",40.682391,-73.876616
"993","East New York Farm Stand","Brooklyn",2018,"New Lots Ave bet Alabama & Georgia Aves",40.660773,-73.8955
"994","East New York Farmers' Market ","Brooklyn",2018,"Schenck Ave bet New Lots & Livonia Aves",40.66478,-73.886413
"995","Edible Schoolyard NYC's Farm Stand at PS 216","Brooklyn",2018,"E 1st St & Avenue X",40.590649,-73.969298
"996","Flatbush Junction Youthmarket","Brooklyn",2018,"Nostrand & Flatbush Aves",40.632886,-73.947698
"997","Fort Greene Park Greenmarket","Brooklyn",2018,"Washington Park bet Dekalb Ave & Willoughby St",40.691707,-73.973539
"998","Graham Avenue Farmers' Market","Brooklyn",2018,"Cook St & Graham Ave",40.702345,-73.942381
"999","Grand Army Plaza Greenmarket","Brooklyn",2018,"Flatbush Ave. & Prospect Park W., at Prospect Park’s NW Entrance",40.663812,-73.962866
"1000","Harvest Home Brower Park Farm Stand","Brooklyn",2018,"Brooklyn Ave & Prospect Pl",40.674007,-73.944544
"1001","Harvest Home Clinton Hill Farm Stand","Brooklyn",2018,"Lafayette & Waverly Aves.",40.688088,-73.966819
"1002","Harvest Home Coney Island Hospital Farmers' Market","Brooklyn",2018,"Ocean Pkwy bet Avenue Z & Shore Pkwy",40.58667,-73.96615
"1003","Harvest Home Kings County Hospital Farmers' Market","Brooklyn",2018,"Clarkson Ave bet E 37th & 38th Sts",40.655828,-73.943355
"1004","Hattie Carthan After Church Farmers' Market","Brooklyn",2018,"49 Van Buren St",40.69040335,-73.94676914
"1005","Hattie Carthan Community Farmers' Market","Brooklyn",2018,"Marcy Ave & Clifton Pl",40.689511,-73.948039
"1006","High School for Public Service Youth Farm Farmers' Market","Brooklyn",2018,"600 Kingston Ave ",40.65888574,-73.9424585
"1007","Irving Square Park Youthmarket ","Brooklyn",2018,"Wilson Ave & Halsey St",40.691504,-73.909551
"1008","Isabahlia Farm Stand","Brooklyn",2018,"514 Rockaway Ave",40.667156,-73.910092
"1009","Isabahlia Farm Stand Winter Market ","Brooklyn",2018,"93 New Lots Ave., inside greenhouse",40.657921,-73.901887
"1010","Isabahlia Farmers' Market","Brooklyn",2018,"410 Livonia Ave ",40.663518,NA
"1011","Kensington Youthmarket","Brooklyn",2018,"Ft Hamilton Pkwy bet E 4th & 5th Sts",40.648813,-73.977488
"1012","Marcus Garvey Apartments Farm Stand","Brooklyn",2018,"300 Chester St",40.66446999,-73.91038415
"1013","McCarren Park Greenmarket","Brooklyn",2018,"Union Ave bet Driggs and N 12th Sts",40.719219,-73.952479
"1014","McGolrick Park's Down to Earth Farmers' Market","Brooklyn",2018,"Russell St & Nassau Ave., center of park",40.725617,-73.944497
"1015","NYC Health + Hospital East New York Farmacy","Brooklyn",2018,"2094 Pitkin Ave",40.671977,-73.895248
"1016","Park Slope's Down to Earth Farmers' Market","Brooklyn",2018,"4th St & 5th Ave",40.672194,-73.983785
"1017","Pitkin Verde Farmers' Market","Brooklyn",2018,"2094 Pitkin Ave",40.67196961,-73.8952477
"1018","Project EATS Farmacy at the Brownsville Neighborhood Health Action Center","Brooklyn",2018,"259 Bristol St",40.664827,-73.911415
"1019","Project EATS Rockaway Farmstand","Brooklyn",2018,"666 Rockaway Ave",40.663526,-73.909163
"1020","RB Bushwick Farmers' Market at Maria Hernandez Park ","Brooklyn",2018,"Knickerbocker Ave & Starr St",40.702811,-73.92539
"1021","RB Rheingold Archway Farmers' Market","Brooklyn",2018,"553 Bushwick Ave",40.699408,-73.935672
"1022","Red Hook Farm Stand","Brooklyn",2018,"560 Columbia St",40.672524,-74.00871
"1023","Red Hook Farm Stand II","Brooklyn",2018,"West 9th St & Hamilton Avenue",40.676024,-74.002318
"1024","Saratoga Farm Stand","Brooklyn",2018,"2046-2050 Fulton St",40.678543,-73.915816
"1025","South Williamsburg Greenmarket","Brooklyn",2018,"Taylor St & Lee Ave",40.706998,-73.961364
"1026","Woodhull Hospital Youthmarket","Brooklyn",2018,"Marcus Garvey Blvd & Broadway",40.700281,-73.94115
"1027","Wyckoff House Museum Farm Stand","Brooklyn",2018,"5816 Clarendon Rd",40.64497,-73.920914
"1028","175th Street Greenmarket","Manhattan",2018,"W 175th St bet Wadsworth Ave & Broadway",40.845948,-73.937811
"1029","57th Street Greenmarket","Manhattan",2018,"W 57th St & 10th Ave",40.769117,-73.988559
"1030","79th Street Greenmarket","Manhattan",2018,"Columbus Ave bet W 78th & 81st Sts",40.781274,-73.975995
"1031","82nd Street Greenmarket","Manhattan",2018,"E 82nd St bet 1st & York Aves ",40.774292,-73.951262
"1032","92nd Street Greenmarket","Manhattan",2018,"E 92nd St & 1st Ave",40.780691,-73.946592
"1033","97th Street Greenmarket","Manhattan",2018,"W 97th St bet Columbus & Amsterdam Aves",40.793558,-73.967016
"1034","Abingdon Square Greenmarket","Manhattan",2018,"Hudson St & W 12th St",40.737553,-74.005687
"1035","Bowling Green Greenmarket","Manhattan",2018,"Broadway & Battery Pl",40.704549,-74.01429
"1036","Chelsea's Down to Earth Farmers' Market","Manhattan",2018,"W 23rd St bet 8th & 9th Aves",40.745293,-73.998488
"1037","Chenchita's Community Garden & Pa lante Garden ","Manhattan",2018,"E 110th St & Madison Ave",40.79745,-73.946702
"1038","City Hall Greenmarket","Manhattan",2018,"Broadway & Chambers St",40.714165,-74.006309
"1039","Columbia University Greenmarket","Manhattan",2018,"Broadway & W 114th St",40.806707,-73.964849
"1040","Dag Hammarskjold Plaza Greenmarket","Manhattan",2018,"E 47th St & 2nd Ave",40.752999,-73.969887
"1041","Fort Washington Greenmarket","Manhattan",2018,"W 168th St & Ft Washington Ave",40.842154,-73.942278
"1042","Frederick Douglass House Farm Stand","Manhattan",2018,"W 101st St & Columbus Ave",40.795457,-73.965628
"1043","Gouverneur Health Youthmarket","Manhattan",2018,"Madison St bet Clinton & Jefferson Sts",40.712905,-73.986928
"1044","Grass Roots Farmers' Market","Manhattan",2018,"W 145th St bet Edgecombe & Bradhurst Aves, at Jackie Robinson Park",40.82326,-73.943844
"1045","Greenmarket at Oculus Plaza","Manhattan",2018,"Church & Fulton Sts., on Oculus Plaza",40.711535,-74.010464
"1046","Hamilton Heights Green Youthmarket","Manhattan",2018,"Amsterdam bet W 143rd & 144th Sts., at Johnny Hartman Plaza",40.82394,-73.948552
"1047","Harvest Home 125th Street Market","Manhattan",2018,"W 125th St & Adam Clayton Powell Jr Blvd",40.808973,-73.948325
"1048","Harvest Home East Harlem Farmers' Market","Manhattan",2018,"104th St & 3rd Ave",40.790253,-73.945635
"1049","Harvest Home East River Farm Stand","Manhattan",2018,"1st Ave bet 108th & 109th Sts",40.790906,-73.93913
"1050","Harvest Home Harlem Hospital Farmers' Market","Manhattan",2018,"Lenox Ave bet 135th & 137th Sts",40.814358,-73.940659
"1051","Harvest Home Lenox Ave Farm Stand","Manhattan",2018,"Lenox Ave bet W 117th & 118th Sts",40.802699,-73.949186
"1052","Harvest Home Metropolitan Farmers' Market","Manhattan",2018,"E 99th St & 3rd Ave",40.78712,-73.947923
"1053","Harvest Home West Harlem Farmers' Market","Manhattan",2018,"W 139th St & Broadway",40.822644,-73.953218
"1054","Hudson Yards Down to Earth Farmers' Market","Manhattan",2018,"W 34th St & Hudson Blvd East ",40.755158,-74.000502
"1055","Inwood Park Greenmarket","Manhattan",2018,"Isham St bet Seaman Ave & Cooper St",40.869001,-73.920896
"1056","Lower East Side Youthmarket","Manhattan",2018,"Grand Ave bet Pitt & Willet Sts ",40.714932,-73.983338
"1057","Morningside Park's Down to Earth Farmers' Market","Manhattan",2018,"W 110th St & Manhattan Ave",40.801155,-73.959647
"1058","Mount Sinai Hospital Greenmarket","Manhattan",2018,"E 99th St bet Madison & Park Aves",40.789169,-73.952743
"1059","Project Harmony People's Market","Manhattan",2018,"219 W. 122nd St., at Joseph Daniel Wilson Memorial Garden",40.807407,-73.950588
"1060","PS 11 Farm Market","Manhattan",2018,"W 21st St bet 8th & 9th Aves",40.744006,-73.999415
"1061","PS 57 Youthmarket","Manhattan",2018,"E 115th St & 3rd Ave ",40.797261,-73.940519
"1062","PS 7 Farm Stand","Manhattan",2018,"Lexington Ave & E 119th St, in schoolyard",40.80099986,-73.9393481
"1063","Rockefeller Center Greenmarket","Manhattan",2018,"Rockefeller Plaza bet W 49th & 50th Sts (Jul-Aug only)",40.759065,-73.97845
"1064","Staten Island Ferry Whitehall Terminal Greenmarket","Manhattan",2018,"4 South St, inside terminal",40.7016879,-74.01163113
"1065","Stuyvesant Town Greenmarket","Manhattan",2018,"E. 14th. St. Loop & Avenue A, in the Oval",40.730443,-73.980339
"1066","The Community Farmers Market at Adam Clayton Powell Jr. Blvd","Manhattan",2018,"Adam Clayton Powell Jr Blvd bet 110th St & 111th St",40.799441,-73.955303
"1067","Tompkins Square Greenmarket","Manhattan",2018,"E. 7th St. & Avenue A",40.726054,-73.983534
"1068","Tribeca Greenmarket","Manhattan",2018,"Greenwich & Chambers Sts",40.716303,-74.010966
"1069","Tucker Square Greenmarket","Manhattan",2018,"W 66th St & Broadway",40.773876,-73.982226
"1070","Union Square Greenmarket","Manhattan",2018,"E 17th St & Union Square W",40.737133,-73.990329
"1071","Water Street Greenmarket","Manhattan",2018,"Water St & Coenties Slip",40.703268,-74.010347
"1072","164th St Farmers Market at NYC Health + Hospitals/Queens","Queens",2018,"82-68 164th St.",40.71725,-73.803433
"1073","Astoria Greenmarket","Queens",2018,"14th St bet 31st Ave & 31st Rd",40.767715,-73.932462
"1074","Corona Greenmarket","Queens",2018,"Roosevelt Ave & 104th St",40.749811,-73.861668
